,atDate,settleDate,susp,closing,bid,ask,low,high,vol,turn,VWAP,adjClose,adjBid,adjAsk,adjLow,adjHigh,adjVol,adjVWAP,totalRet
0,2017-08-22,2017-08-25,0,58.7,58.7,58.75,58.3,59.2,17359378,1020099339,58.76358813,58.7,58.7,58.75,58.3,59.2,17359378,58.76359,0.010329999999999999
1,2017-08-21,2017-08-24,0,58.1,58.1,58.15,57.6,58.4,12127762,703385841,57.997991799999994,58.1,58.1,58.15,57.6,58.4,12127762,57.99799,-0.0025800000000000003
2,2017-08-18,2017-08-22,0,58.25,58.2,58.25,56.95,58.7,14303848,831533578,58.13355805,58.25,58.2,58.25,56.95,58.7,14303848,58.133559999999996,-0.0102
3,2017-08-17,2017-08-21,0,58.85,58.8,58.85,58.65,59.95,19792658,1168308052,59.02734499,58.85,58.8,58.85,58.65,59.95,19792658,59.02734,-0.01671
4,2017-08-16,2017-08-18,0,59.85,59.8,59.85,59.0,60.35,15074935,899959572,59.69906816,59.85,59.8,59.85,59.0,60.35,15074935,59.69906999999999,0.00504
5,2017-08-15,2017-08-17,0,59.55,59.5,59.55,59.4,60.65,15381209,921357850,59.90152335,59.55,59.5,59.55,59.4,60.65,15381209,59.90152,0.00506
6,2017-08-14,2017-08-16,0,59.25,59.2,59.25,58.65,59.35,15091861,891500964,59.07163894,59.25,59.2,59.25,58.65,59.35,15091861,59.07164,0.0112
7,2017-08-11,2017-08-15,0,58.85,58.85,58.9,58.6,59.95,26935098,1592567760,59.12611716,58.5938,58.5938,58.64358000000001,58.34489,59.689009999999996,27052871,58.868719999999996,-0.01917
8,2017-08-10,2017-08-14,0,60.0,59.95,60.0,59.2,60.55,17698097,1058589401,59.81374161,59.73879,59.689009999999996,59.73879,58.942280000000004,60.2864,17775482,59.55335,-0.00498
9,2017-08-09,2017-08-11,0,60.3,60.3,60.35,60.1,61.45,21283720,1287887640,60.51045776,60.037490000000005,60.037490000000005,60.08727,59.838359999999994,61.182480000000005,21376783,60.24703,-0.01951
10,2017-08-08,2017-08-10,0,61.5,61.25,61.5,60.6,61.5,19343160,1180919628,61.05101896,61.23226,60.98335,61.23226,60.336180000000006,61.23226,19427738,60.78524,0.01401
11,2017-08-07,2017-08-09,0,60.65,60.65,60.7,60.55,60.95,11557240,701601275,60.70664579,60.38596999999999,60.38596999999999,60.43575,60.2864,60.68466,11607774,60.44236,-0.00492
12,2017-08-04,2017-08-08,0,60.95,60.9,60.95,60.5,61.4,16573216,1009164317,60.89127886,60.68466,60.63488,60.68466,60.236619999999995,61.1327,16645682,60.62619,-0.00894
13,2017-08-03,2017-08-07,0,61.5,61.5,61.55,61.3,62.0,12877510,792484869,61.54022548,61.23226,61.23226,61.28204,61.03313000000001,61.730090000000004,12933817,61.27231,-0.00162
14,2017-08-02,2017-08-04,0,61.6,61.6,61.65,61.4,62.15,18973050,1170599305,61.69800348,61.331830000000004,61.331830000000004,61.381609999999995,61.1327,61.87944,19056009,61.4294,-0.00565
15,2017-08-01,2017-08-03,0,61.95,61.9,61.95,61.1,62.0,19228155,1185546091,61.65677835,61.68031,61.63052,61.68031,60.833999999999996,61.730090000000004,19312230,61.38836,0.0065
16,2017-07-31,2017-08-02,0,61.55,61.5,61.55,59.7,61.55,34086314,2071883052,60.78342915,61.28204,61.23226,61.28204,59.4401,61.28204,34235356,60.518809999999995,0.03445
17,2017-07-28,2017-08-01,0,59.5,59.45,59.5,59.2,60.8,31683655,1891652050,59.70435071,59.24097,59.19119,59.24097,58.942280000000004,60.535309999999996,31822191,59.444430000000004,-0.01977
18,2017-07-27,2017-07-31,0,60.7,60.65,60.7,59.65,60.8,25962820,1565144966,60.28408956,60.43575,60.38596999999999,60.43575,59.390319999999996,60.535309999999996,26076342,60.02165,0.0176
19,2017-07-26,2017-07-28,0,59.65,59.6,59.65,59.2,60.0,23538270,1402188246,59.57057362,59.390319999999996,59.34053,59.390319999999996,58.942280000000004,59.73879,23641191,59.311240000000005,0.01187
20,2017-07-25,2017-07-27,0,58.95,58.95,59.0,58.6,59.15,13724032,808387720,58.90307746,58.693369999999994,58.693369999999994,58.74315,58.34489,58.8925,13784040,58.64665,0.00085
21,2017-07-24,2017-07-26,0,58.9,58.9,58.95,58.65,59.25,11379552,671125894,58.97647763,58.64358000000001,58.64358000000001,58.693369999999994,58.39467,58.992059999999995,11429309,58.719730000000006,0.00085
22,2017-07-21,2017-07-25,0,58.85,58.85,58.9,58.5,59.25,17512703,1030044001,58.81696281,58.5938,58.5938,58.64358000000001,58.24531999999999,58.992059999999995,17589277,58.56091,-0.00759
23,2017-07-20,2017-07-24,0,59.3,59.2,59.3,58.6,59.5,14123882,835383972,59.14690961,59.04184,58.942280000000004,59.04184,58.34489,59.24097,14185638,58.889419999999994,0.016280000000000003
24,2017-07-19,2017-07-21,0,58.35,58.35,58.4,58.25,59.0,13685023,802463245,58.63806329999999,58.095980000000004,58.095980000000004,58.145759999999996,57.99641,58.74315,13744860,58.38279,-0.006809999999999999
25,2017-07-18,2017-07-20,0,58.75,58.7,58.75,58.35,58.75,15340222,898839626,58.59365177,58.494240000000005,58.44445,58.494240000000005,58.095980000000004,58.494240000000005,15407297,58.33857,0.008579999999999999
26,2017-07-17,2017-07-19,0,58.25,58.2,58.25,58.15,58.7,12375479,722322101,58.36720348,57.99641,57.946630000000006,57.99641,57.89685,58.44445,12429590,58.11311,0.0025800000000000003
27,2017-07-14,2017-07-18,0,58.1,58.05,58.1,57.75,58.75,14611401,850214263,58.18841485,57.84706,57.79728000000001,57.84706,57.49859,58.494240000000005,14675289,57.9351,-0.01022
28,2017-07-13,2017-07-17,0,58.7,58.65,58.7,58.15,59.2,14862047,870504722,58.57233004,58.44445,58.39467,58.44445,57.89685,58.942280000000004,14927031,58.31734,0.00514
29,2017-07-12,2017-07-14,0,58.4,58.35,58.4,57.7,58.4,18870097,1097594649,58.16581913,58.145759999999996,58.095980000000004,58.145759999999996,57.448809999999995,58.145759999999996,18952606,57.9126,0.013890000000000001
30,2017-07-11,2017-07-13,0,57.6,57.6,57.65,56.75,57.95,20599678,1182936311,57.42499038,57.34924,57.34924,57.39903,56.50294,57.69772,20689750,57.17499,0.024
31,2017-07-10,2017-07-12,0,56.25,56.25,56.3,55.2,56.65,22217842,1250148436,56.26777056,56.00512,56.00512,56.0549,54.95969,56.403380000000006,22314989,56.02281,0.01626
32,2017-07-07,2017-07-11,0,55.35,55.3,55.35,54.95,55.75,17553317,970978799,55.31597242,55.10904,55.05925,55.10904,54.71078000000001,55.5073,17630068,55.07516,-0.0045
33,2017-07-06,2017-07-10,0,55.6,55.6,55.65,55.5,56.25,22613102,1260467656,55.74059039,55.35795,55.35795,55.40773000000001,55.25838,56.00512,22711977,55.497930000000004,0.0018
34,2017-07-05,2017-07-07,0,55.5,55.45,55.5,54.9,55.6,25039237,1383985386,55.272666099999995,55.25838,55.2086,55.25838,54.661,55.35795,25148720,55.03204,0.01277
35,2017-07-04,2017-07-06,0,54.8,54.8,54.85,54.5,56.6,19266579,1066709824,55.36581372,54.56143,54.56143,54.61121,54.26274,56.353590000000004,19350822,55.12478,-0.02578
36,2017-07-03,2017-07-05,0,56.25,56.2,56.25,55.9,56.7,20646830,1163113948,56.3337785,56.00512,55.95534,56.00512,55.65664,56.45316,20737108,56.088530000000006,-0.01402
37,2017-06-30,2017-07-04,0,57.05,57.0,57.05,56.4,57.1,19685427,1117801986,56.78322274,56.80164,56.75185,56.80164,56.154469999999996,56.85142,19771501,56.53601999999999,-0.010409999999999999
38,2017-06-29,2017-07-03,0,57.65,57.6,57.65,57.3,58.0,14933221,859791945,57.57578656,57.39903,57.34924,57.39903,57.05055,57.7475,14998516,57.32513,0.0069900000000000006
39,2017-06-28,2017-06-30,0,57.25,57.25,57.3,56.95,57.95,19511054,1117801026,57.29065308,57.000769999999996,57.000769999999996,57.05055,56.70206999999999,57.69772,19596366,57.04124,-0.01123
40,2017-06-27,2017-06-29,0,57.9,57.85,57.9,57.55,58.0,14006321,809753912,57.81346236,57.647940000000006,57.59815,57.647940000000006,57.299459999999996,57.7475,14067563,57.561769999999996,-0.00172
