,atDate,settleDate,susp,closing,bid,ask,low,high,vol,turn,VWAP,adjClose,adjBid,adjAsk,adjLow,adjHigh,adjVol,adjVWAP,totalRet
0,2017-08-22,2017-08-25,0,63.2,63.15,63.2,61.4,63.2,92213106,5770667896,62.57969335,63.2,63.15,63.2,61.4,63.2,92213106,62.57969,0.04204
1,2017-08-21,2017-08-24,0,60.65,60.65,60.7,60.35,61.4,49979357,3040113504,60.82738327,60.65,60.65,60.7,60.35,61.4,49979357,60.827380000000005,0.00748
2,2017-08-18,2017-08-22,0,60.2,60.2,60.25,59.2,61.3,101231487,6097776534,60.23596723,60.2,60.2,60.25,59.2,61.3,101231487,60.235969999999995,0.01432
3,2017-08-17,2017-08-21,0,59.35,59.3,59.35,58.15,59.35,54794897,3225322113,58.86172417,59.35,59.3,59.35,58.15,59.35,54794897,58.86172,0.02416
4,2017-08-16,2017-08-18,0,57.95,57.95,58.0,57.75,58.35,27755674,1609812214,57.99939191,57.95,57.95,58.0,57.75,58.35,27755674,57.999390000000005,0.00695
5,2017-08-15,2017-08-17,0,57.55,57.5,57.55,57.4,58.65,39887143,2316151351,58.0676172,57.55,57.5,57.55,57.4,58.65,39887143,58.06762,0.00349
6,2017-08-14,2017-08-16,0,57.35,57.3,57.35,56.4,57.45,30293004,1731386913,57.15467878,57.35,57.3,57.35,56.4,57.45,30293004,57.154680000000006,0.02411
7,2017-08-11,2017-08-15,0,56.0,56.0,56.05,55.65,56.6,61852688,3462657993,55.9823365,56.0,56.0,56.05,55.65,56.6,61852688,55.98234,-0.020980000000000002
8,2017-08-10,2017-08-14,0,57.2,57.15,57.2,56.95,58.6,41847427,2404366113,57.45553037,57.2,57.15,57.2,56.95,58.6,41847427,57.45553,-0.02306
9,2017-08-09,2017-08-11,0,58.55,58.5,58.55,58.45,59.6,34924633,2052264348,58.76266038,58.55,58.5,58.55,58.45,59.6,34924633,58.76266,-0.01514
10,2017-08-08,2017-08-10,0,59.45,59.45,59.5,58.35,59.7,30957555,1828539438,59.06601597,59.45,59.45,59.5,58.35,59.7,30957555,59.066019999999995,0.00677
11,2017-08-07,2017-08-09,0,59.05,59.0,59.05,58.7,59.35,17307116,1020990623,58.99253365,59.05,59.0,59.05,58.7,59.35,17307116,58.99253,0.0034
12,2017-08-04,2017-08-08,0,58.85,58.8,58.85,58.65,59.65,22455472,1323091538,58.92067368,58.85,58.8,58.85,58.65,59.65,22455472,58.920669999999994,-0.00339
13,2017-08-03,2017-08-07,0,59.05,59.0,59.05,58.85,59.9,29317954,1734553635,59.16352945,59.05,59.0,59.05,58.85,59.9,29317954,59.16353,-0.007559999999999999
14,2017-08-02,2017-08-04,0,59.5,59.45,59.5,59.45,60.75,55391870,3322567642,59.98294771,59.5,59.45,59.5,59.45,60.75,55391870,59.98295,-0.013269999999999999
15,2017-08-01,2017-08-03,0,60.3,60.25,60.3,58.05,60.4,82099132,4908591349,59.78859008,60.3,60.25,60.3,58.05,60.4,82099132,59.78859,0.04055
16,2017-07-31,2017-08-02,0,57.95,57.85,57.95,57.1,58.0,27634861,1594821410,57.71049147,57.95,57.85,57.95,57.1,58.0,27634861,57.71049,0.01311
17,2017-07-28,2017-08-01,0,57.2,57.15,57.2,57.05,57.45,27178254,1555531740,57.23442499,57.2,57.15,57.2,57.05,57.45,27178254,57.23441999999999,-0.00952
18,2017-07-27,2017-07-31,0,57.75,57.7,57.75,56.95,58.05,33726189,1941318558,57.56115989999999,57.75,57.7,57.75,56.95,58.05,33726189,57.56116,0.00962
19,2017-07-26,2017-07-28,0,57.2,57.2,57.25,56.4,57.95,38672586,2202848028,56.961487600000005,57.2,57.2,57.25,56.4,57.95,38672586,56.961490000000005,-0.0008699999999999999
20,2017-07-25,2017-07-27,0,57.25,57.25,57.4,57.15,58.15,22054294,1268945308,57.53733527,57.25,57.25,57.4,57.15,58.15,22054294,57.53734,-0.00952
21,2017-07-24,2017-07-26,0,57.8,57.75,57.8,57.0,58.3,29431714,1700339824,57.77236841,57.8,57.75,57.8,57.0,58.3,29431714,57.772369999999995,0.010490000000000001
22,2017-07-21,2017-07-25,0,57.2,57.15,57.2,56.9,58.5,50220060,2888713958,57.52111722,57.2,57.15,57.2,56.9,58.5,50220060,57.521119999999996,-0.02555
23,2017-07-20,2017-07-24,0,58.7,58.65,58.7,58.2,59.2,32609734,1912189914,58.63862349,58.7,58.65,58.7,58.2,59.2,32609734,58.638619999999996,-0.0017
24,2017-07-19,2017-07-21,0,58.8,58.8,58.85,58.7,59.6,36676856,2165765107,59.04991167,58.8,58.8,58.85,58.7,59.6,36676856,59.04991,0.00085
25,2017-07-18,2017-07-20,0,58.75,58.7,58.75,58.05,59.55,65345704,3832870111,58.65527305,58.75,58.7,58.75,58.05,59.55,65345704,58.655269999999994,0.00427
26,2017-07-17,2017-07-19,0,58.5,58.45,58.5,57.7,59.45,94593306,5545039517,58.61978772,58.5,58.45,58.5,57.7,59.45,94593306,58.61979,0.02273
