,atDate,settleDate,susp,closing,bid,ask,low,high,vol,turn,VWAP,adjClose,adjBid,adjAsk,adjLow,adjHigh,adjVol,adjVWAP,totalRet
0,2017-08-22,2017-08-25,0,5.62,5.61,5.62,5.5,5.65,377132607,2108940598,5.59203993,5.62,5.61,5.62,5.5,5.65,377132607,5.59204,0.02555
1,2017-08-21,2017-08-24,0,5.48,5.48,5.49,5.45,5.51,192838161,1056410192,5.47822167,5.48,5.48,5.49,5.45,5.51,192838161,5.478219999999999,0.0
2,2017-08-18,2017-08-22,0,5.48,5.47,5.48,5.45,5.56,324166661,1787478299,5.51407197,5.48,5.47,5.48,5.45,5.56,324166661,5.514069999999999,-0.02143
3,2017-08-17,2017-08-21,0,5.6,5.59,5.6,5.57,5.67,358507607,2011933018,5.61196744,5.6,5.59,5.6,5.57,5.67,358507607,5.6119699999999995,-0.00885
4,2017-08-16,2017-08-18,0,5.65,5.64,5.65,5.57,5.65,401687721,2261383956,5.62970646,5.65,5.64,5.65,5.57,5.65,401687721,5.62971,0.018019999999999998
5,2017-08-15,2017-08-17,0,5.55,5.54,5.55,5.43,5.65,628419423,3496149648,5.56340164,5.55,5.54,5.55,5.43,5.65,628419423,5.5634,0.027780000000000003
6,2017-08-14,2017-08-16,0,5.4,5.4,5.41,5.32,5.41,273612644,1470230865,5.3734025,5.4,5.4,5.41,5.32,5.41,273612644,5.3734,0.018869999999999998
7,2017-08-11,2017-08-15,0,5.3,5.3,5.31,5.28,5.41,737193560,3927201371,5.32723234,5.3,5.3,5.31,5.28,5.41,737193560,5.32723,-0.03108
8,2017-08-10,2017-08-14,0,5.47,5.47,5.48,5.45,5.62,382735545,2103727853,5.4965573,5.47,5.47,5.48,5.45,5.62,382735545,5.49656,-0.02669
9,2017-08-09,2017-08-11,0,5.62,5.61,5.62,5.54,5.64,295482985,1654744411,5.60013434,5.62,5.61,5.62,5.54,5.64,295482985,5.60013,-0.0053100000000000005
