,atDate,settleDate,susp,closing,bid,ask,low,high,vol,turn,VWAP,adjClose,adjBid,adjAsk,adjLow,adjHigh,adjVol,adjVWAP,totalRet
0,2017-08-22,2017-08-24,0,11.76,11.76,11.78,11.46,11.9,15586552,183528999,11.77482993,11.76,11.76,11.78,11.46,11.9,15586552,11.77483,0.033389999999999996
1,2017-08-21,2017-08-24,0,11.38,11.38,11.4,11.34,11.44,7993910,91144388,11.40172807,11.38,11.38,11.4,11.34,11.44,7993910,11.40173,0.0
2,2017-08-18,2017-08-22,0,11.38,11.38,11.4,11.38,11.54,11211409,128062620,11.42252682,11.38,11.38,11.4,11.38,11.54,11211409,11.42253,-0.02065
3,2017-08-17,2017-08-21,0,11.62,11.6,11.62,11.56,11.78,8137136,94567524,11.62172096,11.62,11.6,11.62,11.56,11.78,8137136,11.62172,-0.01022
4,2017-08-16,2017-08-18,0,11.74,11.72,11.74,11.5,11.76,8150409,94977028,11.65303827,11.74,11.72,11.74,11.5,11.76,8150409,11.653039999999999,0.01733
5,2017-08-15,2017-08-17,0,11.54,11.54,11.56,11.52,11.68,6814273,78915341,11.58088926,11.54,11.54,11.56,11.52,11.68,6814273,11.58089,-0.00859
6,2017-08-14,2017-08-16,0,11.64,11.64,11.66,11.64,11.82,6690885,78225994,11.69142707,11.64,11.64,11.66,11.64,11.82,6690885,11.69143,-0.00683
7,2017-08-11,2017-08-15,0,11.72,11.7,11.72,11.64,12.0,14695963,172929674,11.76715497,11.72,11.7,11.72,11.64,12.0,14695963,11.76715,-0.01678
8,2017-08-10,2017-08-14,0,11.92,11.9,11.92,11.88,12.2,8181880,97806664,11.9540575,11.92,11.9,11.92,11.88,12.2,8181880,11.95406,-0.018119999999999997
9,2017-08-09,2017-08-11,0,12.14,12.14,12.16,12.08,12.3,6261509,76150209,12.16163851,12.14,12.14,12.16,12.08,12.3,6261509,12.16164,-0.00655
10,2017-08-08,2017-08-10,0,12.22,12.22,12.24,12.14,12.32,10958751,133855918,12.21452317,12.22,12.22,12.24,12.14,12.32,10958751,12.21452,-0.0016300000000000002
11,2017-08-07,2017-08-09,0,12.24,12.22,12.24,11.94,12.28,11111573,134960566,12.14594603,12.24,12.22,12.24,11.94,12.28,11111573,12.14595,0.02513
12,2017-08-04,2017-08-08,0,11.94,11.92,11.94,11.86,11.98,8061000,96134096,11.92582756,11.94,11.92,11.94,11.86,11.98,8061000,11.92583,0.00675
13,2017-08-03,2017-08-07,0,11.86,11.86,11.88,11.76,11.94,7576462,89910614,11.8670976,11.86,11.86,11.88,11.76,11.94,7576462,11.8671,0.006790000000000001
14,2017-08-02,2017-08-04,0,11.78,11.78,11.8,11.76,11.9,8513823,100620693,11.81850891,11.78,11.78,11.8,11.76,11.9,8513823,11.81851,0.0
15,2017-08-01,2017-08-03,0,11.78,11.76,11.78,11.76,12.0,8759918,103653160,11.83266327,11.78,11.76,11.78,11.76,12.0,8759918,11.83266,-0.00842
16,2017-07-31,2017-08-02,0,11.88,11.82,11.88,11.76,11.88,6408326,75944967,11.8509837,11.88,11.82,11.88,11.76,11.88,6408326,11.85098,0.0050799999999999994
17,2017-07-28,2017-08-01,0,11.82,11.8,11.82,11.74,11.84,5227074,61638524,11.79216594,11.82,11.8,11.82,11.74,11.84,5227074,11.79217,-0.00337
18,2017-07-27,2017-07-31,0,11.86,11.84,11.86,11.8,11.94,4814461,57075061,11.85492229,11.86,11.84,11.86,11.8,11.94,4814461,11.85492,-0.00503
19,2017-07-26,2017-07-28,0,11.92,11.9,11.92,11.78,11.92,5836409,69375637,11.886699,11.92,11.9,11.92,11.78,11.92,5836409,11.8867,0.0067599999999999995
20,2017-07-25,2017-07-27,0,11.84,11.84,11.86,11.82,11.92,7930666,94072145,11.86182157,11.84,11.84,11.86,11.82,11.92,7930666,11.86182,0.0016899999999999999
21,2017-07-24,2017-07-26,0,11.82,11.8,11.82,11.72,11.84,5306562,62599208,11.79656584,11.82,11.8,11.82,11.72,11.84,5306562,11.79657,0.0034
22,2017-07-21,2017-07-25,0,11.78,11.76,11.78,11.62,11.78,4864859,57132323,11.74388055,11.78,11.76,11.78,11.62,11.78,4864859,11.74388,0.01377
23,2017-07-20,2017-07-24,0,11.62,11.62,11.66,11.62,11.84,8591453,100271701,11.67109929,11.62,11.62,11.66,11.62,11.84,8591453,11.6711,-0.013580000000000002
